satisfaction_bucket,text
1,The items missing include (I didn ' t have a comprehensive listing of the contents ): * a cordless drill (the whole thing including the case was take not just the battery) * a bicycle light (again the whole set was move out not just the battery) * a cartridge of silicone sealant * a cartridge of adhesive * a bottle of medicines The airline has refused to take responsibility saying the items were removed by security personnel.
1,"Volaris charged me over $ 700 for my infant daughter to vanish with them, despite the fact that it ' s against Mexican federal practice of law to saddle for an infant."
1,your rates are the reason why cable companies are going nether you charge 45m for new customers but 104m for the same internet speeds for older valued customer cable company like you are a prime example of legalized theft forgetcable netflix hulu
1,"This is only $ 53 but the rule of the matter, I was not informed of the details of the charges to my credit batting order, let exclusively the absolutely horrible service, I am sure this is in violation of some consumer protection bit or travel agents human activity."
1,"So, as a termination of this I have filed a ill with the BBB and suffer several conversations with my friends and coworkers telling them how misleading this company is and all I spoke to are shock you do not indicate what currency you charge in."
1,should have expected this crud out of what is worse the minute delay on the tarmac or the ill mannered ass flight attendant that woke me up whatsworse
1,four hour postponement two hours to make a decision there is not any patience bequeath in this airport what is going on with aa2295 flight delayed foursome hours now 2 hours waiting for crew decision either cancel the flight or board the plane this is ludicrous ugly customer service never again americanairlines aa you gained 150 new pax
1,not likely youve already caused me to overlook 3 authoritative meeting virginamerica neveragain are you going to make it right for all of us bos so far that has been said but no one is authorize to do anything
1,it marked on the google maps that the route is close up who update your pilotage all this while my kid waits at home
1,1the item was faulty its not the right game it falls under your not up to scratch no problem policy deuce your insurance policy on dvd is if i change my mind i ne'er asked to buy fifa12 for forty eight your store held codwwii on the shelf and i have been mislead and inconvenienced
1,To top it cancelled they lost our bags too - from read other review it sound like we got the ' full ' BA experience.
1,dear blighter nigerian has bunco me lied to me insulted me all see ehn i will end up travel down to ur ikoyi office
1,Their union are on purpose delay flights with phoney mechanical issues to cut off operation.
1,it makes me sick dawg chipotle uncivilised pan the discourtesy is real brodie
1,Here is the verbal description of my terrible experience with FlightNetwork: I needed to bible circle trip tickets to Copenhagen for trine multitude.
1,Scolding me for an undesirable solution when you haven ' t destine your full necessary isn ' t helpful.
1,"However, the tangible catastrophe was actually the coming backward head trip!!"
1,i hate your website tried multiple times in a booking and it will not continue to payment and hangs try out on all different browsers no choice but to christian bible thru change of location agent but exec pipeline treats travel agency booking like pariah why
1,They declare oneself nobelium direction or help other than enquire the great unwashed to leave the carge role.
1,and are playing games on pitch times and notifications one parcel manner of speaking attempted wrong and another delivered damage i guessing metrics are more important than truth and customer service
1,need to gear up whatever tf is going on w my phone i pitch even listen to my medicine i wage for it i better be able to listen to it
1,since virago call off my uk membership i am stick with chetan bhagat in the lit section do you even know what literature is fuck
1,"And I, on the other bridge player, am extremely garbled and frustrated that I can ' t speak to Aeromexico immediately (or e mail them, for that matter )."
1,that is not true at all the regular price for 2 yrs is rs 89376 and the discounted leontyne price is rs 89376 if the promotional code was genuinely valid there would have been a 25 drop as claimed in the final discounted price so far running a fake sale i recvd an email offering xxv off on my next new purchase so i went over to bcoz i want a new domain and it seems that you are not offering a 25 discount at all cheap pr stunt i must say you will recede customers i tell you that one
1,The complete inability of anyone typify AA at the airdrome or on the phone to address the position was beyond irresponsible.
1,Their surety staff is bounderish and there is no construct of machinate embarkment at Heathrow.
1,I am taking a introductory course on your broadcast and I find that the didactics are often dim to the point of incomprehensibility.
1,Well to be honorable I have been recover for a patch that the course put up are stale and repetitive.
1,Everything that makes a combat ready biz good is not present in the least act!
1,"SO, I am VERY disappointed with this stupid camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lense emergence (breaking with minor trauma ), took with child pictures, MOST of which WEREN ' T blurry! !! !! !! !!!"
1,"All day, and if I keep birth these kinds of problems with your society I ' ll hardly trade to one of your contender."
1,i have been sent two counterfeit copy of and support was unable to assure a 3rd copy would be genuine the offend unity seller is still on the site and every attempt i make to leave a criticism regarding the counterfeit gets censor stop censoring me 2
1,i am having so much trouble with my apple i.d. accepting my payment detail i cannot download or update anything i am about to function to android this is ugly nothing is work out for me
1,i find out but not clearly cite agwin charging virtually xxv is more you need to expect into this by the way i am cancelling the order if you u cannot help to resolve
1,"I have to inquire exactly who ticked the market research box "" Yes, please discontinue helping me pass the time with films and other amusement and try to squeeze another $ 7. fifty out of me or else ""."
1,why should we be loyal to your airline yet again for an outside escape youve placed me in a middle fundament diamondmeansnothing
1,great ios11 upgrade trashed what was antecedently nifty iphone seven battery life battery life chronic problem for
1,My long - haul economic system division experience within the net two years: Singapore Airline 777 is awful.
1,direful service personell from check in desk in montreal worst of all time
1,this late update is not cool at all its roleplay up wid apps made my phone really slw sorrow it so much ios11 iphone7plus
1,i dont even wanna tweet anymore have it off you unsex this
1,What ' s the next motility (besides plain never fly with them once again and rede everyone I know to do the same )?
1,"If you try to emulate his failed baggage policy, could I implore you to attempt and at least heading for his successful on time policy?"
1,"The airline should be ashamed to even place people on those planes, but clearly Delta does not handle one tittle about its passengers ' comfort, even for tenacious flight of steps."
1,I am so enraged now as they never inform me that this was parting of the leontyne price they cite to me!!
1,i trust you can help me becuse the means i am treat it is totally unsufferable
1,I precisely had the spoilt experience book flight to Mexico with Interjet.
1,after quaternity recaptcha i finally get to paywhat a bad substance abuser experience i got herenearly did not want to buy anymore
1,"I make used the useless flight tracker to get updated on the status of flight 558 and cover the "" Air lane Circular / Confirmation identification number "" to track as well."
1,We lose a unanimous day in Rome b / c Delta has no clue how to the right way service their sheet.
1,"Only to be say that they get into ' t give insurance or cancellation advice on this number, you take to do it online! !!"
1,you have die to install my internet for 2 days several earphone calls in and i cant yet get a handler incompetent wastedmyweekend
1,this new electronic mail variety sucks hate it run back to old notfunctional
1,why do not your telephone set work i paid 14k for a headphone that answer not reply to anything
1,These were families with children wait and this was an idiotic fashion to deal the position.
1,absolute put on after waiting all day for an lodge identify on friday on quality
1,I have been basically been robbed and this could have turned out alot bad than it did get i miss my tie in flight.
1,"The hoi polloi in the cargo place were rude, unprofessional and dismissive."
1,I have locked them before check - in and my traveling bag is the type that came with international lock that can be spread by international key in case the luggage would be spot contain by any airport authority so it should not be forced open in such personal manner!
1,And one of the United faculty in reality threatened me.
1,massively defeated with two of your restaurants tonight
1,i detest you how operose is it to not position onion in my wetback
1,will there be an update coming before long thats gonna fix my battery issue or should i just throw away the whole headphone and use a pigeon
1,this is really the worst affair with amazon shame is this the manner to deal with costumers twenty four hours one only i raised this issue through with mail infact no one told during my interaction with executives initially
1,The terminal time person recite me that they dwell and I was on hold for at least a half hour.
1,"Get An eight night holiday which I cannot get to, not to bring up my proceeds was also hold HIR - NAN - HNL Also on FIJI airways. .. What a bunch of shepherd's crook"
1,"The employees are incompetenent, don ' t care and the air hose is incapable of be trust to transport an animal, kid or anything of value."
1,"After talk with an extremely unhelpful and ill mannered supervisor, and explaining our situation, she said she would enquire further and disappeared, only to return forty five minutes later to again repeat there were no seats for us."
1,What is most frustrating is that there is no way of life to find a flight with two upgrade - able seat without calling AA - - and wait through three minutes of canned drivel before we find a representative and go through the unit ' wanna ' list with her.
1,I am flying Virgin Australia to Los Angeles and absolutely hate plane food (always have horrible stomach pains after eating it) Want to bring my own food on the plane but concerned with customs etc with what I can bring instead of paying big amounts of money for food beyond usage which is equally horrible.
1,The transit at Heathrow (a fueling and more passengers stop) was the most pitiable experience in all our flying years. .. . We would not recommend to anyone fly through and through Heathrow as theodolite passengers.
1,I am write today to tell you how thwarted I am in your misleading business practices and disgusted I am with your client support (a common thread in many reviews for your company ).
1,"Once on board the plane I was lay side by side to a small baby and on ask the cabin crew if I could be moved as I did not need to give the child my germs, I was rudely told that there was nothing they could do for me."
1,I should have known better than to playscript a depleted - price escape through with an agency. .. or at least through That agency!
1,Have other passenger had the unfit luck of dealing with rude and unhelpful Qatar peninsula Airways staff?
1,"These puppy and family pets were pull up stakes neglected in small crates for an unhealthy amount of time, neglect by American english Airlines."
1,It took historic period for them to pick up the phone and they kept quote the new terms but as presently as I agreed and so they would pass me on to another person or cut the phone.
1,think well have enjoyed the chicken by the time we make our next visit thank you though x refusing to give a free plastic bag with a roast wimp as its wrapped so it doesnt leak meat residue in cup of tea not honorable
1,very defeated i was disconnect with no answer
1,this is how ups delivered my software package out 800 of christmas money for my 5 children tempestuous mommy
1,help me rt ok the boxes get to i update my phone what else do you require from me
1,not unfeigned unfortunately most passengers are withal on the train and i am still stomach its rammed front end to back is that enough feedback for you
1,Every flight on alcoholics anonymous that we ' ve taken since the merger we could learn the trajectory attendants complaining and they could care to a lesser extent about the service.
1,no point know now service is cancalled now make to spend for substitute travel does not help my pocketbook seriously dang right disgusted that this happens every sidereal day seriously need to turn back up your game here
1,Instead of being helpful and sympathetic the Australian stave working behind the buffet send me away 4 times to different counters to stress and sort out my problem which took over an 1 1 / 2 hour.
1,I certainly pay off enough for the ticket and don river ' t see any rationality to give more money for something that never be money until now.
1,I also run on a few travel review sites seems that I am one of many mass who have had a bad experience with this air hose.
1,What is the point of client upkeep agent when they have to confabulate every interrogative sentence.
1,They forced us to check our bags or pay several hundred dollars to carry them on still though we had to a lesser extent then when we went downwardly and the bagful were standard carry size for any other airline.
1,the question is not about apply visa so discomfited on your online accompaniment
1,one of your president kennedy representatives all the same managed to cancel my entire return trip from ppt to jfk over the thanksgiving day wknd and i almost terminate up in nz i need to speak to individual in charge about all this fiasco email
1,We were originally looking at booking thru flight centre but they want to charge us $ 20 extra per person per flight on top of trajectory price to get a just the ticket I exactly feel ripped off so I ' m looking at booking verbatim myself.
1,you barely tweeted this same matter at me the other day thats what im sayingi start study at 7am why cant i have a big mac
1,i hope packet is delivered todayif m not usable then tell apart courier male child to wait sometime and do call mealready disapointed
1,email i have been hold placard problems with uber ever since i changed from cash to card before my issue was decide without any hassles however i am still waiting for a resolution for a treble billing that occurred on the 19th of november i have sent legion emails
1,i bonk my internet fastness technically sound out up to 25mb but all i am getting is 8mb that is not still half not satisfactory
1,9 mean solar day and counting tho appreciate people are meddling and have workloads to get through but 9 days without a reply that is rather a deal is not it
1,"I fly this route annually / bi - annually to gossip in - laws with my kid and husband who were on this flight with me, they ' re all okay (shaver were 16 months and 3 ), I ' m still a mess, can ' t watch safety video and have to take up valium."
1,Furthermore we have a fate of stress (cipher grants us that it would be potential to come rearwards to sao paulo ).
1,"Now, terzetto month further, I withal have no solvent or payment by pat or Ebookers."
1,"I call Delta, who said there was nothing they could do - if the traveling agent won ' t variety it, I ' m soh."
1,I am whole garbled with the regulation at this phase!
1,can you delight blockade making me update my xbox every duad of days i dont get many days off and i need to be able bodied to play
1,"vast overbook and again enquire for volunteer, at least no aircraft downgrade."
1,how the heck is that potential it is a bill supply by yall
1,"From reading a lot of information online it seems that because I am travelling on two budget airlines I have to clear immigration, then wait on the "" outdoor "" of the airdrome until the counter for my flight opened. .. likely 3 hours before my flight at 9pm."
1,can you differentiate me why the pumpkin my flat buy from you yesterday pose maggots all over our kitchen mesa
1,"The flight leaves of late referable to late inbound craft - (which is a BS alibi really - - a more honest one would be the craft was late because its on an end to end schedule with very tight turnaround times, and we stuffed up somewhere earlier in the solar day )."
1,Flights out were fine but the flight back was not as our airplane was changed to a three trine three constellation so our seats which were still 3A and 3B were so small in width we could only just sit in them and when our meal was brought round we could not put the tables down to eat our meal as the tables were in the armrests hence the reason the tail end were not very wide.
1,"The flight of stairs go away late imputable to late inbound craft - (which is a BS excuse really - - a more honest one would be the craft was late because its on an end to end schedule with very tight turnaround times, and we stuffed up somewhere earlier in the day) So I land an minute late and then have to waitress for my bags - C ' est la vie."
1,"can i get anything backward, or is it hopeless. .. . i take it the shabu can utilize the rm program line or hopefully some other method? ???"
1,can you please narrate me why my 7 almost burned a trap in my pants and why my torch or camera doesnt piece of work now
1,it is every appearance still the damn commercial i get i minute then bam error
1,either way its retarded like the enforcement team science le fucks no wonderment sony is ahead by over 30 million sad i was suspend for a offensive emblem even though it was a photo of crash bandicoot why
1,And this was how I was riposte What a shitty client trueness advantage.
1,hey the unanimous melodic theme of dvr is so you dont have to view commercialswhat am i give for
1,really because i utilize to have 3gb which i ne'er ran out of then all of a sudden id use up all my data in a month without actually do anything had to upgrade to 15gb and now i apparently use 80 of that cant waiting to switch to 3 roll on end of contract
1,that does not justify the difference in price you are suggesting that because other places charge more you can charge more because asda is close to cheaper station you u lower ur price to compete but because the other store is a few miles away you u can hold on price highr
1,i ordered several hundred dollars deserving of clothes and shoes for a trip i have in a couple days you delivered it to the completely wrong state sc this needs to be furbish up as soon as possible asap and delivered to my reference in florida nothappy
1,It kind of frustration the purpose of drop dead to the airport the day before if we are perish to have to stand and queue in the same queue that we would have support in had we just taken our cases in the daybreak!
1,so i use for the first and last time solid food was more than 1 hour later than promised and was cold nothappy
1,ur refurbished macbook pro sucks battery percentage stays the same random vibrate sounds and i only deliver it for two months
1,i know its just such an unfortunate event to befall not just bcuz im losing the store but many ppl are lose their jobs my momma sent me this email whyyyyyyy im so sad to see my fav spot bequeath me
1,havent incur any update so far its been a hebdomad now
1,"After waiting for well over two hours after the trajectory landed, the people representing American Air hose Cargo could not gift any information other than "" we assume ' t know where the frankfurter is, there were no dogs on flight 558 ""."
1,"Simply think I would let you travelers experience about it, rattling defeated."
1,His 3. iii one thousand per carry are really worse than last place yr!
1,When I checked in at Melbourne Drome I had the misfortune to be quite ill with grippe and on height of not experience considerably I had problems with my ticket.
1,"Well, I call backward three week later to rebook it, and he said that I only had two days to rebook the flight, that time stimulate passed, they were take my money and they would not be giving it back."
1,So it looks like i am not able to accession breeding way of life at all no matter what i do i can ' t yet get to the tab key.
1,Easily that is kind of gravel i do not empathize why i am paying for this chronicle when I cannot use it.
1,"The first laser I have was not aimed straight, and it was so far turned I could not conform it in."
1,"Ok, now it ' s actually bad, I can ' t log on at all, not but have material fall back or reference not showing up."
1,"My name is Gianina Odom, and I am inscribe in a canonic - floor course right now, but the audio is so bad that I can scarce empathise the instructor."
1,Salutary thing this detail was gaudy crusade now it is useless to me.
1,I would like to talk to your coach because this is not satisfactory.
1,i have not heard anything up to now rattling frustrated in the client service here
1,"When I practise so have to urinate change, it was whole impossible to contact the agency."
1,techylots takes 2 days to respond i dont have deuce days i need to know condition now what is going on sample to get ipads ordered from techylots where are they need to speak with someone today not 2 days from now
1,I trust this is passing poor and deceptive practice session which eventually dissuade many customers.
1,not happy with uber number one wood call to offset on me and tells me no charge see 1000 buck charge for canceling not cool not responding
1,They have evidently stopped wish at all and should do us all a favor by declaring bancruptcy and get out of a business that has clearly conk them by.
1,It be me eight RM just to get through the pre recorded messages about the new terminal and so the cat on the phone pretended he couldn ' t hear me and I yes disconnected.
1,I poured 128 fluid ounces of Tuscan Whole Milk into this and it leaked all concluded my fridge. A inadequate timber product!
1,"Another Crosman opus of dust accept it out of the box, and it is rattle."
1,i have been billed once more for 2 orders when i only placed one i have netmail this through i need a repayment for the amount take asap wtf
1,you u cannot hide illegal oeuvre on the name of term and conditionsdis is my money adenylic acid will use according our choice
1,There were 11 folk waiting and as this drag on with absolutely no communicating there was evidently thwarting.
1,"The war cry and screaming of so many babies setting each other away led to those paying passengers around them produce less service from the staff, while they concentrated their attention on the young children."
1,Your lack of activity speaks book about your business practice (suspect) and you lack of interest in client satisfaction.
1,3 flight of stairs in a axial rotation yesterday were grounded for hours in San Diego with pretend up mechanically skillful problems It was a nightmare for my family.
1,I was forced to ledger another flight which go out in deuce hr and cost alot more than the original.
1,y is ur search specify to eighteen month that is so restricting and out dated thinking
1,"Eventually after explicate repeatedly that we didn ' t have anywhere to stay, that we didn ' t have a mobile to call the figure on the paper and that we had been told via my church father by Icelandair to come to the airport we were rebooked."
1,All in all my flight from the minute of hitch in to when I down was an inviolable incubus.
1,"i didnt install alpha i didnt break anything and the proftpd duct is dead, plus google wont help me"
1,"Both sentence my reservation has been useable online for 4 days, pending completion of dealings with my credit identity card, then it disappears and I have to get down over!"
1,called they could not get their system to load amp i was redirect 4 prison term been in quaternity storage do not have them how hard is it to see a product i was looking at pre
1,"I recently created a BRAND NEW substance abuser (so new visibility ), and that make out not desexualise the problem."
1,i have perfect internet connectedness but any motion picture in my depository library that i have rented will not bring just a plain black screen door
1,Not dependable but this was the only information usable.
1,"had some difficulty implementing it some time back, was porting an app from win32 earth that bank upon conio. h, was attempting to make a somewhat refined transition to ncurses, never got it to work, getch () was in particular troublesome, especially given that getchar () is actually significantly different in the situation it was being placed in"
1,I yell the stock breeder who could not get any information.
1,She ' s now ask Republic of fiji Airway for a repayment to which they are flat out refuse to give her.
1,"My dubiousness is, The blade that I need doesn ' t have patronise in duty free airport."
1,I ' ve essay re start my simple machine but it has not achieve anything at all.
1,"I was in truth nauseate with this purchase. First off, it is misrepresented. Since I purchased it, the title has been changed a little to mull over what you get a little bit better. BUT - it still says boxwood of 50 gauze pads. What they do NOT tell you is this - you will only get twenty five packages of gauze."
1,This is super thwarting because the video or some of the most useful material that is offer with this form.
1,Hello so what is the deal here after having issue after issue it seem the following issue that we have had is being unable to lumber into my explanation what gives we have paid but just cannot access our account?
1,"I know meter are strong, but why do these society insult our intelligence by claiming that the latest penny - lift reduction in service is an melioration?"
1,are you life threatening and yeah you can explain how something can be out of stock at a rock bottom price and magically in stock the moment the mary leontyne price goes rearward up thats my issue here
1,dear i retain cxling a subscription order amp it maintain re itself frustratedinbisbee
1,were already cause our 2nd technician total out this is super let down
1,on the tar mack for 2 hour and nobody is giving any info now we have change airplane delta tread up with 20000 notcool
1,Essentially the * same * affair happened on the return flight. .. except this time they tell they had absolutely no record of her slate and forced us to buy another one.
1,you are the worst supplier of anything i am a new customer as of 2 weeks and being treated like a third world citizen no admiration i was advised not to sign up with you for anything i gave you a chance for aught losers
1,not today not today this is some shady shit and its really frustrating that your employee cant move over me answers and provide excuse for drivers that rest about delivering packages
1,"This is a dread, fraudulent company that luers multitude in through with tinny airline ticket."
1,when supervisory program is supposed to forebode you back within two dozen hours and its been quintuplet days sprintfail worstcustomerservice
1,you eff what set about me in the christmastime spirit not shopping at sainsburys after visit this unbelievably shabby shit and christmas carol in store too no doubt
1,Overall absolutely terrible dire nightmarish experience with FlightNetwork.
1,how can i enjoy my flight when you dont have anyone here to answer questions and help me board boojetblue so disappointed with your customer service not only were me and my family ineffectual to get on our original flight yesterday when the flight hadnt take off but now we have to wait an additional 2 hour today to mark our bags boojetblue getmehome neveragain
1,The items leave out include (I didn ' t have a comprehensive list of the contents ): * a cordless drill (the whole thing including the case was taken not just the battery) * a bicycle light (again the whole set was removed not just the shelling) * a cartridge of silicone sealant * a cartridge of adhesive * a bottle of medicines The air hose has refused to take responsibleness saying the items were removed by security personnel.
1,"Volaris charged me over $ 700 for my infant daughter to pilot with them, despite the fact that it ' s against Mexican federal law to bear down for an baby."
1,your rates are the reason why cable companies are going under you charge 45m for new customer but 104m for the same internet speeds for older valued customers cable company like you are a prime example of legalized theft forgetcable netflix hulu
1,"This is only $ 53 but the principle of the matter, I was not informed of the details of the charges to my recognition scorecard, let alone the absolutely horrible service, I am sure this is in usurpation of some consumer protection enactment or change of location agents act."
1,"So, as a result of this I have filed a complaint with the BBB and had respective conversations with my friends and coworkers telling them how misleading this company is and all I spoke to are appal you do not argue what currency you saddle in."
1,should have expected this crud out of what is regretful the hour postponement on the tarmacadam or the rude ass flight attendant that wake me up whatsworse
1,iv 60 minutes wait two hours to make a decision there is not any patience left in this airport what is operate on with aa2295 flight delayed 4 hours now 2 hours wait for crew decision either cancel the flight or board the plane this is absurd horrible customer service never again americanairlines aa you gained 150 new pax
1,not likely youve already caused me to miss 3 of import meetings virginamerica neveragain are you going to fix it right for all of us bos so far that has been said but no one is authorized to do anything
1,it notice on the google maps that the route is close who updates your navigation all this while my kid wait at home
1,1the item was faulty its not the right game it falls under your not up to scratch no problem policy 2 your policy on dvds is if i change my mind i never asked to buy fifa12 for 48 your storage hold codwwii on the ledge and i have been mislead and inconvenienced
1,To top it off they fall behind our bags likewise - from read other reviews it sounds like we got the ' wide ' BA experience.
1,dear fellow nigerian has defrauded me lied to me insulted me all see ehn i will end up move down to ur ikoyi office staff
1,Their unions are deliberately detain flights with fake mechanically skillful issues to disrupt operation.
1,it makes me grim dawg chipotle raging trash the discourtesy is actual brodie
1,Here is the verbal description of my terrible experience with FlightNetwork: I need to book round trip slate to Kobenhavn for 3 citizenry.
1,Scolding me for an undesirable result when you haven ' t destine your entire requirements isn ' t helpful.
1,"However, the veridical cataclysm was really the descend back trip!!"
1,i hate your website tried multiple times in a booking and it will not continue to payment and hangs tried on all different browsers no selection but to book thru traveling agent but exec personal line of credit treats travel agency booking like castaway why
1,They offer nobelium counselling or help other than expect multitude to leave the carge office.
1,and are play games on delivery times and notifications one package pitch attempted wrong and another deliver wrongfulness i dead reckoning metrics are more important than truth and customer service
1,motive to fix whatever tf is going on w my telephone i cant over even listen to my music i remuneration for it i well be able to listen to it
1,since amazon cancelled my uk membership i am stick with chetan bhagat in the literature section do you even have intercourse what lit is fuck
1,"And I, on the other mitt, am extremely confused and frustrated that I can ' t speak to Aeromexico directly (or netmail them, for that thing )."
1,that is not true at all the regular price for 2 yrs is rs 89376 and the discounted price is rs 89376 if the promotional code was genuinely valid there would have been a twenty five drop as claimed in the final discounted price so far running a fake sale i recvd an email offering 25 off on my succeeding new purchase so i went over to bcoz i wanted a new domain and it seems that you are not extend a 25 discount at all cheap pr stunt i must say you will lose customers i tell you that one
1,The all over inability of anyone representing associate in arts at the airport or on the phone to speak the situation was beyond irresponsible.
1,Their certificate faculty is bad mannered and there is no conception of direct boarding at Heathrow.
1,I am taking a canonic course on your computer program and I find that the instruction are a great deal shadowy to the point of incomprehensibility.
1,Good to be honest I have been observe for a spell that the courses put up are stale and repetitious.
1,Everything that shit a combat ready biz commodity is not present in the least bit!
1,"SO, I am really disappointed with this stupid camera, and am looking FORWARD to breaking it so I can go and buy another NIKON COOLPIX, which, except for the lens government issue (split with minor trauma ), took large pictures, MOST of which WEREN ' T blurry! !! !! !! !!!"
1,"All clarence shepard day jr., and if I keep having these sort of problems with your caller I ' ll just switch to one of your competition."
1,i have been sent two counterfeit copy of and reenforcement was unable to assure a third copy would be genuine the offending 1 seller is still on the site and every attempt i make to leave a criticism regard the counterfeit receive censored stop censoring me deuce
1,i am having so much trouble with my malus pumila id accept my payment detail i cannot download or update anything i am about to go to android this is horrible nothing is working for me
1,i checked but not clearly name agwin file nigh 25 is more you need to reckon into this by the way i am cancelling the order if you u cannot help to resolve
1,"I have to wonder exactly who ticked the market research box "" Yes, please break off helping me pass the time with motion picture show and other entertainment and try to squeeze another $ 7. l out of me alternatively ""."
1,why should we be loyal to your airline still again for an outside flight youve placed me in a in between seat diamondmeansnothing
1,great ios11 upgrade trashed what was previously swell iphone 7 battery life story shelling life chronic problem for
1,My long - haul thriftiness year experience within the last two eld: Singapore Airlines 777 is horrific.
1,frightful service personell from check in desk in montreal worst ever so
1,this late update is not cool at all its playing up wid apps made my phone actually slw ruefulness it so much ios11 iphone7plus
1,i dont even wanna tweet anymore screw you fix this
1,What ' s the future movement (besides plain ne'er flying with them again and propose everyone I know to do the same )?
1,"If you examine to emulate his failed baggage policy, could I implore you to try out and at least heading for his successful on time policy?"
1,"The airline should be ashamed to still order people on those planes, but clearly Delta does not care one iota about its passengers ' comfort, even for farsighted flights."
1,I am so wild now as they ne'er inform me that this was part of the damage they quote to me!!
1,i hope you can help me becuse the agency i am treat it is all impossible
1,I only had the speculative experience booking flight to Mexico with Interjet.
1,after quatern recaptcha i finally get to paywhat a bad user experience i got herenearly did not desire to buy anymore
1,"I had use the useless flight tracker to get updated on the status of flight 558 and tracked the "" Air duct Bill / Substantiation number "" to track as intimately."
1,We lose a whole day in Italian capital b / c Delta has no hint how to decent service their planing machine.
1,"Only to be differentiate that they put on ' t give insurance or cancellation advice on this identification number, you need to do it online! !!"
1,you have fail to install my internet for 2 day respective phone birdsong in and i cant even get a manager incompetent wastedmyweekend
1,this new email alteration sucks detest it go backwards to old notfunctional
1,wherefore do not your headphone turn i ante up 14k for a phone that does not respond to anything
1,These were families with children hold back and this was an ludicrous way of life to manage the position.
1,absolute joke after hold off all mean solar day for an order placed on fri on prime
1,I have been fundamentally been pluck and this could have turned out alot worse than it serve had i overlook my connecting trajectory.
1,"The people in the freight office were yokelish, unprofessional and dismissive."
1,I have locked them before check - in and my suitcase is the eccentric that came with international lock that can be opened by international key in character the luggage would be spot checked by any airport authority so it should not be forced open in such way!
1,And one of the United stave in reality threatened me.
1,massively thwarted with two of your eating house tonight
1,i detest you how surd is it to not redact onion in my wetback
1,will there be an update arrive soon thats gonna fix my barrage fire proceeds or should i just throw away the whole phone and use a pigeon
1,this is real the worst thing with amazon shame is this the style to deal with costumier day one only i raised this issue through post infact no one told during my interaction with executives initially
1,The last time soul told me that they lied and I was on postponement for at least a half hr.
1,"Had An eight dark vacation which I cannot get to, not to mention my return was also book HIR - NAN - HNL Also on FIJI airways. .. What a bunch of crooks"
1,"The employees are incompetenent, preceptor ' t aid and the airline is incapable of being trusted to send an fauna, child or anything of time value."
1,"After speaking with an extremely unhelpful and rude supervisor, and explaining our situation, she suppose she would look into far and disappeared, only to return 45 minutes later to once again repeat there were no seats for us."
1,What is most frustrating is that there is no way to find a flight with two upgrade - able backside without calling AA - - and waiting done three minutes of force out drivel before we find a example and go through the whole ' wanna ' list with her.
1,I am flying Virgin Australia to Los Angeles and absolutely hate plane food (always have horrible stomach bother after eating it) Wanting to bring my own food on the planing machine but concerned with customs etc with what I can impart instead of paying large amounts of money for food beyond customs which is equally horrifying.
1,The theodolite at Heathrow (a refueling and more passengers stop) was the most miserable experience in all our flying years. .. . We would not commend to anyone flying through Heathrow as passage rider.
1,I am write today to tell you how disappointed I am in your misleading business practices and gross out I am with your customer musical accompaniment (a common thread in many reviews for your company ).
1,"Once on board the plane I was put next to a small baby and on asking the cabin crew if I could be moved as I manage not want to make the child my germ, I was rudely told that there was zippo they could do for me."
1,I should have known better than to book a blue - price flying through an representation. .. or at least through That agency!
1,Have other passengers get the spoilt fortune of dealing with rude and unhelpful Qatar Airline business staff?
1,"These puppies and house favorite were left unattended in lowly crates for an unhealthy amount of money of time, neglected by American language Airlines."
1,It took ages for them to pluck up the phone and they kept quoting the new price but as soon as I agreed so they would reach me on to another person or cut the earpiece.
1,think well have enjoyed the chicken by the time we constitute our adjacent visit thank you though x refusing to establish a free plastic bag with a roast chicken as its wrapped so it doesnt leak meat residue in bag not good
1,very thwarted i was disconnect with no root
1,this is how ups delivered my packet out 800 of christmas money for my quintet tike angry mum
1,help me rt okay the boxwood nark i updated my phone what else do you require from me
1,not true unfortunately most passengers are yet on the train and i am still resist its rammed front to plunk for is that decent feedback for you
1,Every flight on associate in arts that we ' ve take since the amalgamation we could hear the flight of stairs attendants complaining and they could care less about the service.
1,no point know now service is cancalled now having to drop for alternative travel does not help my wallet severely dang in good order disgusted that this happens every day seriously call for to stop up your game here
1,Instead of being helpful and sympathetic the Australian stave working behind the counters sent me away quatern times to different counter to try and screen out my problem which took concluded an 1 1 / 2 hours.
1,I certainly compensate plenty for the just the ticket and don ' t see any reason to give more money for something that never cost money until now.
1,I also went on a few travel review sit seems that I am one of many people who have had a bad experience with this airline business.
1,What is the percentage point of client fear agents when they have to confer every motion.
1,They forced us to check our bags or give respective hundred dollars to carry them on even though we had less then when we went down and the bags were standard carry sizing for any other airway.
1,the enquiry is not about use visa so thwarted on your online support
1,one of your jfk representatives all the same managed to call off my intact return trip from ppt to jfk over the thanksgiving wknd and i nearly ended up in nz i need to speak to somebody in charge about all this fiasco email
1,We were originally looking at booking thru flight centre but they want to charge us $ 20 special per mortal per flight on top of the inning of flight price to get a slate I just now feel ripped off so I ' m looking at booking direct myself.
1,you just twirp this same thing at me the other day thats what im sayingi head start work at 7am wherefore cant i have a big mac
1,i hope parcel is give up todayif m not available so tell courier boy to wait sometime and do predict mealready disapointed
